YR--MODAHRMN,MAX,MIN,PCP01,SD
201504261800,***,***,0,**
201504261851,***,***,0,**
201504261951,59,52,0,**
201504262051,59,44,*****,**
201504262100,***,***,0,**
201504262151,***,***,0,**
201504262251,***,***,0,**
201504262351,***,***,*****,**
201504270000,***,***,0,**
201504270051,59,43,0,**
201504270151,59,***,*****,0
201504270251,56,50,0,**
201504270300,56,44,*****,**
201504270351,***,***,0,**
201504270451,***,***,0,**
201504270459,***,***,0,**
201504270551,***,***,*****,**
201504270600,***,***,0,**
201504270651,***,***,0,**
201504270751,52,49,0,**
201504270851,59,49,*****,**
201504270900,***,***,0,**
201504270951,***,***,0,**
201504271051,***,***,0,**
201504271151,***,***,*****,**
201504271200,***,***,0,**
201504271251,***,***,0,**
201504271351,62,51,0,**
201504271451,62,51,*****,**
201504271500,***,***,0,**
201504271551,***,***,0,**
201504271651,***,***,0,**
201504271751,***,***,*****,**
201504271800,***,***,0,**
201504271851,***,***,0,**
201504271951,63,59,0,**
201504272051,63,49,*****,**
201504272100,***,***,0,**
201504272151,***,***,0,**
201504272251,***,***,0,**
201504272351,***,***,*****,**
201504280000,***,***,0,**
201504280051,63,49,0,**
201504280151,63,***,*****,0
201504280251,60,52,0,**
201504280300,60,49,*****,**
201504280351,***,***,0,**
201504280451,***,***,0,**
201504280459,***,***,0,**
201504280551,***,***,*****,**
201504280600,***,***,0,**
201504280651,***,***,0,**
201504280751,55,51,0,**
201504280851,63,51,*****,**
201504280900,***,***,0,**
201504280951,***,***,0,**
201504281051,***,***,0,**
201504281151,***,***,*****,**
201504281200,***,***,0,**
201504281251,***,***,0,**
201504281351,67,55,0,**
201504281451,67,55,*****,**
201504281500,***,***,0,**
201504281551,***,***,0,**
201504281651,***,***,0,**
201504281751,***,***,*****,**
201504281800,***,***,*****,**
201504281851,***,***,0,**
201504281951,***,***,0,**
201504282051,71,53,0,**
201504282100,71,51,*****,**
201504282140,***,***,0,**
201504282151,***,***,0,**
201504282251,***,***,0,**
201504282351,***,***,*****,**
201504290000,***,***,0,**
201504290051,71,51,0,**
201504290151,71,***,*****,0
201504290251,61,51,0,**
201504290300,61,51,*****,**
201504290351,***,***,0,**
201504290451,***,***,0,**
201504290459,***,***,0,**
201504290551,***,***,*****,**
201504290600,***,***,0,**
201504290651,***,***,0,**
201504290751,61,56,0,**
201504290851,71,51,*****,**
201504290900,***,***,0,**
201504290951,***,***,0,**
201504291051,***,***,0,**
201504291151,***,***,*****,**
201504291200,***,***,0,**
201504291251,***,***,0,**
201504291351,75,61,0,**
201504291451,75,53,*****,**
201504291500,***,***,0,**
201504291551,***,***,0,**
201504291651,***,***,0,**
201504291751,***,***,*****,**
201504291800,***,***,0,**
201504291851,***,***,0,**
201504291951,77,59,0,**
201504292051,77,56,*****,**
201504292100,***,***,0,**
201504292151,***,***,0,**
201504292251,***,***,0,**
201504292351,***,***,*****,**
201504300000,***,***,0,**
201504300051,77,50,0,**
201504300151,77,***,*****,0
201504300251,60,50,0,**
201504300300,61,50,*****,**
201504300351,***,***,0,**
201504300451,***,***,0,**
201504300459,***,***,0,**
201504300551,***,***,*****,**
201504300600,***,***,0,**
201504300651,***,***,0,**
201504300751,54,48,0,**
201504300851,77,48,*****,**
201504300900,***,***,*****,**
201504300951,***,***,0,**
201504301051,***,***,0,**
201504301151,***,***,*****,**
201504301200,***,***,0,**
201504301213,***,***,*****,**
201504301251,***,***,0,**
201504301351,***,***,0,**
201504301449,61,54,0,**
201504301451,61,54,*****,**
201504301500,***,***,0,**
201504301551,***,***,0,**
201504301651,***,***,0,**
201504301751,***,***,*****,**
201504301800,***,***,0,**
201504301851,***,***,0,**
201504301951,63,52,0,**
201504302051,63,52,*****,**
201504302100,***,***,0,**
201504302151,***,***,0,**
201504302251,***,***,0,**
201504302351,***,***,*****,**
201505010000,***,***,0,**
201505010051,63,48,0,**
201505010151,63,***,*****,0
201505010251,52,49,0,**
201505010300,61,49,*****,**
201505010351,***,***,0,**
201505010451,***,***,0,**
201505010459,***,***,0,**
201505010551,***,***,*****,**
201505010600,***,***,0,**
201505010651,***,***,0,**
201505010751,50,48,0,**
201505010851,63,48,*****,**
201505010900,***,***,0,**
201505010951,***,***,0,**
201505011051,***,***,0,**
201505011151,***,***,*****,**
201505011200,***,***,0,**
201505011251,***,***,0,**
201505011351,56,50,0,**
201505011451,56,50,*****,**
201505011500,***,***,0,**
201505011551,***,***,0,**
201505011651,***,***,0,**
201505011751,***,***,*****,**
201505011800,***,***,0,**
201505011851,***,***,0,**
201505011951,56,49,0,**
201505012051,56,48,*****,**
201505012100,***,***,0,**
201505012151,***,***,0,**
201505012251,***,***,0,**
201505012351,***,***,*****,**
201505020000,***,***,0,**
201505020051,56,47,0,**
201505020151,56,***,*****,0
201505020251,49,46,0,**
201505020300,50,46,*****,**
201505020351,***,***,0,**
201505020451,***,***,0,**
201505020459,***,***,0,**
201505020551,***,***,*****,**
201505020600,***,***,0,**
201505020651,***,***,0,**
201505020751,51,43,0,**
201505020851,56,43,*****,**
201505020900,***,***,0,**
201505020951,***,***,0,**
201505021051,***,***,0,**
201505021151,***,***,*****,**
201505021200,***,***,0,**
201505021251,***,***,0,**
201505021351,61,51,0,**
201505021451,61,49,*****,**
201505021500,***,***,0,**
201505021551,***,***,0,**
201505021651,***,***,0,**
201505021751,***,***,*****,**
201505021800,***,***,0,**
201505021851,***,***,0,**
201505021951,57,49,0,**
201505022051,61,43,*****,**
201505022100,***,***,0,**
201505022151,***,***,0,**
201505022251,***,***,0,**
201505022351,***,***,*****,**
201505030000,***,***,0,**
201505030051,61,43,0,**
201505030151,61,***,*****,0
201505030251,50,48,0,**
201505030300,51,43,*****,**
201505030351,***,***,0,**
201505030451,***,***,0,**
201505030459,***,***,0,**
201505030551,***,***,*****,**
201505030600,***,***,0,**
201505030651,***,***,0,**
201505030751,54,46,0,**
201505030851,61,46,*****,**
201505030900,***,***,0,**
201505030951,***,***,0,**
201505031051,***,***,0,**
201505031151,***,***,0,**
201505031200,***,***,0,**
201505031251,64,54,0,**
201505031351,64,49,*****,**
201505031451,***,***,0,**
201505031551,***,***,0,**
201505031651,***,***,0,**
201505031751,***,***,*****,**
201505031800,***,***,0,**
201505031851,***,***,0,**
201505031951,67,57,0,**
201505032051,67,46,*****,**
201505032100,***,***,0,**
201505032151,***,***,0,**
201505032251,***,***,0,**
201505032351,***,***,*****,**
201505040000,***,***,0,**
201505040051,67,46,0,**
201505040151,67,***,*****,0
201505040251,58,51,0,**
201505040300,58,46,*****,**
201505040351,***,***,0,**
201505040451,***,***,0,**
201505040459,***,***,0,**
201505040551,***,***,*****,**
201505040600,***,***,0,**
201505040651,***,***,0,**
201505040751,58,50,0,**
201505040851,67,50,*****,**
201505040900,***,***,0,**
201505040951,***,***,0,**
201505041051,***,***,0,**
201505041151,***,***,*****,**
201505041200,***,***,0,**
201505041251,***,***,0,**
201505041351,73,57,0,**
201505041451,73,57,*****,**
201505041500,***,***,0,**
201505041551,***,***,0,**
201505041651,***,***,0,**
201505041751,***,***,*****,**
201505041800,***,***,0,**
201505041851,***,***,0,**
201505041951,74,64,0,**
201505042051,74,50,*****,**
201505042100,***,***,0,**
201505042151,***,***,0,**
201505042251,***,***,0,**
201505042351,***,***,*****,**
201505050000,***,***,0,**
201505050051,74,50,0,**
201505050151,74,***,*****,0
201505050251,64,57,0,**
201505050300,64,50,*****,**
201505050351,***,***,0,**
201505050451,***,***,0,**
201505050459,***,***,0,**
201505050551,***,***,*****,**
201505050600,***,***,0,**
201505050651,***,***,0,**
201505050751,65,55,0,**
201505050851,74,55,*****,**
201505050900,***,***,0,**
201505050951,***,***,0,**
201505051051,***,***,0,**
201505051151,***,***,*****,**
201505051200,***,***,0,**
201505051251,***,***,0,**
201505051351,82,64,0,**
201505051451,82,64,*****,**
201505051500,***,***,0,**
201505051551,***,***,0,**
201505051651,***,***,0,**
201505051751,***,***,*****,**
201505051800,***,***,0,**
201505051851,***,***,0,**
201505051951,82,66,0,**
201505052051,82,55,*****,**
201505052100,***,***,0,**
201505052151,***,***,0,**
201505052251,***,***,0,**
201505052351,***,***,*****,**
201505060000,***,***,0,**
201505060051,82,55,0,**
201505060151,82,***,*****,0
201505060251,66,59,0,**
201505060300,66,55,*****,**
201505060351,***,***,0,**
201505060451,***,***,0,**
201505060459,***,***,0,**
201505060551,***,***,*****,**
201505060600,***,***,0,**
201505060651,***,***,0,**
201505060751,69,63,0,**
201505060851,82,59,*****,**
201505060900,***,***,0,**
201505060951,***,***,0,**
201505061051,***,***,0,T**
201505061151,***,***,*****,T**
201505061200,***,***,0,**
201505061251,***,***,0,**
201505061351,70,63,0,**
201505061451,70,63,*****,**
201505061500,***,***,0,**
201505061551,***,***,0,**
201505061651,***,***,0,**
201505061751,***,***,*****,**
201505061800,***,***,0,**
201505061851,***,***,0,**
201505061951,69,60,0,**
201505062051,70,60,*****,**
201505062100,***,***,0,**
201505062151,***,***,0,**
201505062251,***,***,0,**
201505062351,***,***,*****,**
201505070000,***,***,0,**
201505070051,70,54,0,**
201505070151,70,***,*****,0
201505070251,60,53,0,**
201505070300,69,53,*****,**
201505070351,***,***,0,**
201505070451,***,***,0,**
201505070459,***,***,0,**
201505070551,***,***,*****,**
201505070600,***,***,0,**
201505070651,***,***,0,**
201505070751,63,51,0,**
201505070851,70,51,*****,**
201505070900,***,***,0,**
201505070951,***,***,0,**
201505071051,***,***,0,**
201505071151,***,***,*****,**
201505071200,***,***,0,**
201505071251,***,***,0,**
201505071351,72,63,0,**
201505071451,72,60,*****,**
201505071500,***,***,0,**
201505071551,***,***,0,**
201505071651,***,***,0,**
201505071751,***,***,*****,**
201505071800,***,***,0,**
201505071851,***,***,0,**
201505071951,70,57,0,**
201505072051,72,51,*****,**
201505072100,***,***,*****,**
201505072151,***,***,*****,**
201505072251,***,***,0,**
201505072351,***,***,0,**
201505080000,***,***,*****,**
201505080013,***,***,0,**
201505080039,***,***,*****,**
201505080051,***,***,0,**
201505080151,***,***,*****,**
201505080249,***,***,*****,**
201505080251,***,***,*****,**
201505080300,72,51,0,**
201505080351,72,***,*****,0
201505080422,***,***,*****,**
201505080433,57,54,0,**
201505080446,***,***,*****,**
201505080451,63,51,*****,**
201505080459,***,***,*****,**
201505080512,***,***,0,**
201505080551,***,***,*****,**
201505080558,***,***,0,**
201505080600,***,***,*****,**
201505080616,***,***,*****,**
201505080651,***,***,*****,**
201505080747,***,***,0,**
201505080751,***,***,*****,**
201505080816,***,***,*****,**
201505080839,***,***,0,**
201505080849,***,***,0,**
201505080851,56,53,0,**
201505080900,72,53,*****,**
201505080902,***,***,*****,**
201505080951,***,***,*****,**
201505081051,***,***,*****,**
201505081151,***,***,0,**
201505081200,***,***,*****,**
201505081206,***,***,0,**
201505081238,***,***,0,**
201505081249,***,***,*****,**
201505081251,***,***,0,**
201505081300,***,***,*****,**
201505081351,***,***,0,**
201505081451,71,54,0,**
201505081500,71,54,*****,**
201505081551,***,***,0,**
201505081618,***,***,0,**
201505081651,***,***,0,**
201505081751,***,***,*****,**
201505081800,***,***,0,**
201505081851,***,***,0,**
201505081951,72,61,0,**
201505082051,72,53,*****,**
201505082100,***,***,*****,**
201505082151,***,***,0,**
201505082251,***,***,*****,**
201505082351,***,***,*****,**
201505090000,***,***,0,**
201505090049,***,***,0,**
201505090051,***,***,*****,**
201505090110,***,***,*****,**
201505090146,***,***,0,**
201505090151,***,***,*****,**
201505090251,***,***,*****,**
201505090300,72,53,0,**
201505090349,72,***,*****,0
201505090351,***,***,*****,**
201505090404,61,59,0,**
201505090414,61,53,*****,**
201505090451,***,***,*****,**
201505090459,***,***,*****,**
201505090549,***,***,0,**
201505090551,***,***,*****,**
201505090600,***,***,*****,**
201505090621,***,***,0,**
201505090634,***,***,*****,**
201505090651,***,***,0,**
201505090723,***,***,*****,**
201505090743,***,***,*****,**
201505090751,***,***,0,**
201505090849,***,***,*****,**
201505090851,***,***,0,**
201505090900,60,59,0,**
201505090949,72,59,*****,**
201505090951,***,***,0,**
201505091049,***,***,0,**
201505091051,***,***,*****,**
201505091151,***,***,0,T**
201505091200,***,***,*****,T**
201505091251,***,***,0,**
201505091351,***,***,0,**
201505091428,***,***,0,**
201505091451,***,***,0,**
201505091500,***,***,0.02,**
201505091506,64,59,0.02,**
201505091551,64,59,0,**
201505091651,***,***,*****,**
201505091720,***,***,0,**
201505091744,***,***,*****,**
201505091751,***,***,0,**
201505091800,***,***,*****,**
201505091849,***,***,0,T**
201505091851,***,***,*****,T**
201505091949,***,***,*****,**
201505091951,***,***,0,**
201505092049,***,***,0,**
201505092051,64,59,0,**
201505092100,64,59,*****,**
201505092137,***,***,0,**
201505092151,***,***,*****,**
201505092251,***,***,0,**
201505092351,***,***,0,**
201505100000,***,***,*****,**
201505100051,***,***,0,**
201505100124,***,***,*****,**
201505100151,64,58,0,**
201505100251,64,***,*****,0
201505100300,***,***,*****,**
201505100351,61,58,0,**
201505100449,61,58,*****,**
201505100451,***,***,*****,**
201505100459,***,***,0,**
201505100511,***,***,*****,**
201505100551,***,***,0,**
201505100600,***,***,0,**
201505100639,***,***,*****,**
201505100651,***,***,*****,**
201505100722,***,***,*****,**
201505100751,***,***,0,**
201505100851,***,***,0,**
201505100900,***,***,0,**
201505100923,***,***,*****,**
201505100949,63,58,0,**
201505100951,64,58,*****,**
201505101045,***,***,*****,**
201505101051,***,***,0,**
201505101127,***,***,*****,**
201505101151,***,***,0,**
201505101200,***,***,*****,**
201505101249,***,***,0,**
201505101251,***,***,*****,**
201505101349,***,***,*****,**
201505101351,***,***,*****,**
201505101418,***,***,0,**
201505101451,***,***,*****,**
201505101500,***,***,0,**
201505101504,***,***,*****,**
201505101549,74,61,0,**
201505101551,74,59,*****,**
201505101649,***,***,0,**
201505101651,***,***,*****,**
201505101727,***,***,0,**
201505101751,***,***,0,**
201505101800,***,***,*****,**
201505101851,***,***,0,**
201505101933,***,***,*****,**
201505101951,***,***,*****,**
201505102051,***,***,0,**
201505102100,74,67,0,**
201505102151,74,58,*****,**
201505102205,***,***,0,**
201505102215,***,***,0,**
201505102251,***,***,0,**
201505102351,***,***,*****,**
201505110000,***,***,0,**
201505110051,74,58,0,**
201505110151,74,***,*****,0
201505110251,67,62,0,**
201505110300,67,58,*****,**
201505110351,***,***,0,**
201505110451,***,***,0,**
201505110459,***,***,*****,**
201505110551,***,***,*****,**
201505110600,***,***,*****,**
201505110651,***,***,0,**
201505110751,***,***,*****,**
201505110756,***,***,*****,**
201505110812,***,***,*****,**
201505110824,***,***,0,**
201505110851,***,***,*****,**
201505110900,***,***,*****,**
201505110911,***,***,*****,**
201505110949,***,***,*****,**
201505110951,***,***,0,**
201505111015,***,***,*****,**
201505111017,***,***,*****,**
201505111031,65,62,0,**
201505111042,74,62,*****,**
201505111051,***,***,*****,**
201505111108,***,***,0,**
201505111132,***,***,*****,**
201505111151,***,***,0,**
201505111200,***,***,0,**
201505111249,***,***,*****,**
201505111251,***,***,*****,**
201505111316,***,***,0,**
201505111351,***,***,0,**
201505111451,***,***,*****,**
201505111500,***,***,*****,**
201505111519,77,63,0,**
201505111551,77,63,*****,**
201505111651,***,***,0,**
201505111714,***,***,0,**
201505111731,***,***,0,**
201505111751,***,***,*****,**
201505111800,***,***,0,**
